Column1,content,Judge_1,Judge_2,Judge_3
88,"I'm just so disappointed. I'm finding it difficult to find the words.

Obligatory remarks: I have loved Harry Potter for 20 years. I'm reading the books to my daughter, I have read the 7 books more times than I can count, I have led my students in countless discussions and debates about the books over the last 15 years. I also read more Harry Potter fan fiction than is normal or healthy. I've read every possible scenario of what happens to these characters after the canon books.

I was so excited about the Cursed Child that I could barely sleep this week. I knew it was a script, I knew Jo didn't write it. But I was excited. Now, I'm bummed.

******I WILL NOW BE SUPER SPOILERY:

SPOILERS SPOILERS SPOILERS

Things I liked:

-Albus is a Slytherin! Yay!! This was my one wish for this book, along with hoping Scorpius wasn't the antagonist.
-Scorpius. I'm a huge fan of all things Malfoy. Seriously, Draco Malfoy is my favorite character. I'm pleased with how Scorpius was written in the play. The rumor that he is Voldy's son? Brilliant.
-There were times when I could really see the original Ron and Ginny in their characters here. Not often, but occasionally.
-Who wouldn't like to see Snape again?
-I'm glad to see that Harry is struggling with his experiences. Let's face it, with all he's been through, he would definitely have PTSD. The epilogue in Deathly Hallows always struck me as a little too ""shiny happy.""

The disappointments:

-Time moves too quickly, and we get almost superficial glimpses of why both Albus and Scorpius are struggling in school. I would have much preferred for the story to focus more on their experiences at Hogwarts. With Rose as the antagonist with a Malfoy prejudice? That would have been great. Truly great. And unexpected.

-Slytherin. On a deep, gut level, I've needed Albus to be a Slytherin. I've always been troubled by the portrayal of Slytherin House in both the books and the movies. They are the Evil House. Why, WHY would Hogwarts condone the sorting of a quarter of the school into Death Eater training grounds? If Salazar Slytherin was so evil and essentially a racist, why does Hogwarts still have a Slytherin House? And what is the message to the students who are sorted into Slytherin? ""You're evil, kid. Enjoy being a Death Eater!""

Wasn't the takeaway in Books 1-7 that we shouldn't judge Slytherins unfairly? Draco actually saved Harry by not ""recognizing"" him at the Manor. Narcissa saved Harry by being brave enough to lie to Voldemort. Snape is by far the bravest, most extraordinary character in the series. And let's not forget Regulus Black, who knowingly sacrificed his life at a young age in order to destroy ONE Horcux and give others a chance to finish the job. Slytherin more than redeemed itself in the series. And the epilogue reinforces this when Harry tells Albus that it's okay to be in Slytherin. I knew in 2007 that Albus HAD to be a Slytherin. Surely the House system has changed by the time he goes to school? Surely Hogwarts is sorting students on their qualities and recognizing that all four Houses are valid and none are evil? Surely Hogwarts would rather abandon the House system than continue to train dark wizards in Slytherin?

Yes, in The Cursed Child, my dream came true and Albus was sorted into Slytherin. And he became best of friends with Scorpius, just like I had hoped. But there is no redemption for Slytherin to be found. The Slytherin kids continue to be jackasses, even to ""their own."" They bully Albus and Scorpius. We are never for a second shown that Albus possesses Slytherin qualities, nor are we shown that many people can possess the Slytherin traits (cunning, shrewdness, leadership skills) and still be a good person. This play just reinforces the same old Slytherin prejudices. There was an opportunity to redeem Slytherin, and it was lost. Spectacularly.

-Everyone else has said it and I will say it, too: Time-Turners. No. Just...no. There was plenty of material possible without having to revisit the ""greatest hits"" dates of the original series. How convenient that the play ends on October 31, 1981. It's Back to the Future. And not in a good way. I actually groaned when I saw the date. And again, not in a good way. Not to mention that Time-Turners have always been self-fulfilling; they are a closed loop, if you will. We've never seen them change anything. Going back in time always happened. Essentially, when you go back in time, you're only doing what you've ALREADY done. In Azkaban, Harry and Hermione always were there- they didn't change anything. They didn't change time. They just repeated what they had already done. We also have never seen anyone ""go back"" with a Time-Turner. They just catch up with the present.

Are you telling me that there are no other stories to tell? There are- fanfic is full of better ideas that don't involve traveling through time (and don't get me started on the fact that a canon Time-Turner can't travel that far back.) I was hoping this would be a Hogwarts fic, maybe interspersed with Harry dealing with his issues. Maybe even Snape wasn't dead. In canon, we never see a body after the fact, not a grave, or a funeral. A search for Snape would have made my heart so happy. But maybe I read too much fanfic. There are logical ways to make that happen, too. Draught of Living Death, always carrying Nagini's antivenin with him, etc. Or, barring that, what if Snape's portrait was included instead? Albus befriending the portrait at Hogwarts? Portrait Snape as Albus's mentor and advisor? Sign me up.

-Cedric. Where do I start with Cedric? I'll start here: how convoluted is it to imagine that Cedric living would have resulted in Harry's death and Voldy's success? There is no chance that this is where Delphi would have started, prophecy or no. No chance. If I had the ability to travel through time, and I wanted Voldemort to win, I would not start with Cedric Diggory. I would have started with convincing V not to attempt to kill Harry. (I know she gets there eventually, but it's a Plan B.) I would have traveled to another time and killed Harry. Or prevented the destruction of a Horcrux. Or talked V into changing a Horcrux into something less obvious. Or talked him out of taking Nagini to the final battle. Or corrupted Harry into joining V instead. The possibilities are endless. But saving Cedric is not on that list. It's not. It can't be defended. It's a HUGE coincidence that saving Cedric would cause him to become a Death Eater. And logically, Delphi would have not known this or even considered the possibility. The ""prophecy"" was a ridiculous, clearly last-minute addition in order to lend some credibility to going back to the Triwizard Tournament. But we know Cedric. There's not a chance that he would become a Death Eater. He's the most loyal, fair-minded character in the entire series. It's not even slightly believable.

-There's a second Time-Turner? What?? It's like the second launch device in Contact. I know I'm mentioning too much fanfic, but seriously, there are better amateur stories. And better HP time travel stories out there. JK destroyed all the Time-Turners for a reason during Order of the Phoenix. So they wouldn't ex machina the entire story. Are there really no other ideas?? Here's one: Harry being the Master of Death creates some interesting possibilities. I know he destroys the Elder Wand, but maybe he still is the Master of Death as the last owner of the Hallows? Wouldn't that be a better story? Harry discovering he can't die? Or maybe gifted with special powers from Death?

-We come to the worst of all. Voldemort has a child. Voldemort. Has. A. Child. It's hard to write that, because that's ridiculous. It's dumber than what most 12-year-old fanfic authors would come up with. It's rehashing the same old tired storylines, a problem that plagues most sequels. ""But this time, Voldy's a hot chick!"" Not to mention, the logistics of her birth are impossible to believe. This means that Bellatrix was heavily pregnant at Easter, when she tortured Hermione at the Manor. Also, who would have returned to the Manor after the final battle to find a baby? Well, logically, the Malfoys would have. So Draco should know, at the very least. If we insist on this storyline of V's baby, I would have preferred (by a LOT) that Scorpius really was Voldemort's kid. We all knew from the beginning that he wasn't, because we all just knew the story wouldn't have gone that way. What an awesome shock it might be to have Draco produce the second Time-Turner and explain that the rumors are true! And how does Scorpius deal with that? How would his friendship with Albus have progressed? How would Harry feel about his son in any kind of relationship with Voldy's kid? See? It's a more intriguing story than what we were given.

-Lack of complexity. Books 1-7 were brilliantly constructed, with hints of what was to come almost from the beginning. The Cursed Child is not complex. There is no challenge. I love reading to my 7-year-old and exploring those complexities in the first 7 books. It's work for her, but ultimately worth it. TCC is formulaic and lacking the depth and cleverness of the originals. Hermione puts simple riddles on her bookshelf to hide the Time-Turner? Really? That's only one example!

-I know that this next point is the ultimate fanfic reader hang-up. Let's face it: everyone's gay in fanfic. But I believe I know why, or at least why I enjoy it. Fanfic is the best chance to see how little changes might affect a well-known story and well-known characters. What if Harry were sorted into Slytherin? What if Voldemort didn't bring Nagini to the final battle? What if Lily died but James didn't? What if Sirius didn't go after Peter in '81 and had the chance to raise Harry? These sorts of hypothetical situations are the cornerstone of good fanfic. And they are why fanfic exists, to be honest- to see the ripples in the pond that little changes can make. I think this is why everyone is gay in fanfic. It brings up some interesting ideas: If Harry had a crush on Draco, how would that have affected Sixth Year? Or if Harry had been in a relationship with Cedric, how would that have changed the Triwizard Tournament? Would he have personally tried to save Cedric after the fact? Love and relationships are the big, pivotal plot points in most stories on the planet. Changing relationships up helps us see different possibilities in a well-worn story. It's a fun exercise!

I say the above because I want you all to be aware that I am not some fanfic-crazy woman who wants all the characters to be gay. I just like the mental exercise of imagining how little changes affect the entire story. When I heard that the Cursed Child would be about Albus, and then I saw the pictures of Scorpius, I pretty instantly hoped first that they would be friends, and then I wondered how them being more than friends could affect the characters (Harry and Draco can handle being civil, but could they be in-laws?) And I almost got my wish. Scorpius seemed to have deeper feelings. It is expressly written that he has issues with Albus flirting with Delphi. That he was jealous. I know Dumbledore is gay. But come on- they can't be afraid to insinuate that at least a few people in the wizarding world are gay. Statistically, many of them should be. At least leave it ambiguous, like with Dumbledore. Instead, they have to include at the very end that Scorpius likes Rose. Rose, the least interesting character in the whole damn play. And that's saying something.

Final Thoughts:
I suspect that the play itself is spectacular. The acting, the costumes, the sets, the special effects, all of them are most likely breathtaking and divert from the plot issues. But reading just the script exposes all the issues. We have no opportunity to be distracted by the spectacle. That's why I think releasing this was a huge mistake.

I'm worried that this has tainted the first books for me. I don't want to read Goblet of Fire and picture Albus and Scorpius (and Scorpius 2) there during all three tasks. Ultimately, this story adds nothing, only subtracts. There must be literally thousands of stories in the wizarding world to tell. I'm so disappointed that JK signed off on a story that included Time-Turners, events from Books 1-7, and Voldemort 2. It's poorly-constructed fanfic that we now are forced to accept as canon.

I wish this all hadn't happened. I was enjoying picturing what the whole gang was doing now. Now that I know, I wish I didn't know. I'm going to go back to better stories. I'm going to eat my feelings and pretend it didn't end like this.",0,1,0
471,Loved it!,1,1,1
2568,"What the hell did I just read?  The fact that it is a script is not the problem it's the horrendous plot, characters and writing. It is so far from the Harry Potter world we know and love. It is poorly written and just plain weird.... basically it's all over the place. Shame on J.K. Rowling for being apart of this rubbish.",0,0,0
4063,Enjoyed it but wished it was longer :)  great follow up to the series. Hope there's more to come soon!!,1,1,1
3327,I really loved the screenplay and if you are a Harry potter fan just read it as it shows and explains more about the world year's after deathly hollows,1,1,1
2324,I loved this play. Just awesome.,1,1,1
2810,Thank you for waking up the Potter Head in me!,1,1,1
3947,"If you value you memories of Harry Potter , run away from this horror.  Crappy fan fiction . Just, no.  I cried. I actually cried over what they did to the legacy of JKR amazing books .  This is just crappy. And not in the Tommy Wisaue Room crappy way . More like a 7th grader with no idea of life, politics, parenthood and story tellingwrote it. just , yeah that bad.",0,0,0
2133,This was as delight to read. As one who is a fan of the books and movies it was great to be back in the wizarding world again. Predict a movie based on this play in the near future,1,1,1
209,"All of it!  I persevered and trudged through, then wondered why?",0,1,0
1867,"If you're a fan of the Rowling series, you will definitely enjoy the story. My wife and I took turns reading this one to each other over a few days, and while we had fun doing it, it didn't go unnoticed that gone was the expert prose and vibrant imagery. The character development could stand a little... development, as well. That's not to say the story wasn't wholly enjoyable in and of itself. We were both on our laptops looking for tickets to the West End production within minutes of finishing. So if you're a Harry fan, you'll definitely want to pick it up.",1,1,1
521,"In comparison to Rowlings' books, this stage script is a poor representation of Harry Potter's world.  It's very unimaginative and has no magic.",0,0,0
