web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,helpful
"1584086293-2362","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Hector L. Lopez, Sr.","Four Stars","Reviewed in the United States on September 29, 2016","My granddaughter loved it","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_237?ie=UTF8&filterByStar=positive&pageNumber=237&reviewerType=all_reviews","null"
"1584085822-314","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","opbc","given as a gift so can't comment on the story ...","Reviewed in the United States on August 31, 2016","given as a gift so can't comment on the story. but do note that even though this is considered the 8th Harry Potter book it is not actually a 'novel' - it is a -script- of the play of the same name and as such it is printed in actual script format (not in novel format as the previous 7 books were).","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&filterByStar=positive&pageNumber=32&reviewerType=all_reviews","null"
"1584086549-3537","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kerry Hutchinson","Four Stars","Reviewed in the United States on September 4, 2016","So far so good","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_354?ie=UTF8&filterByStar=positive&pageNumber=354&reviewerType=all_reviews","null"
"1584085775-145","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Yong L.","Acchio Book!","Reviewed in the United States on September 18, 2016","My wife and I bought this because we're HP fans and...cmon, you gotta do it. We'd heard mixed reviews on it, but we still had to see for ourselves. We both liked it, though. A lot of people knocked it because it's in play format, which can be a bit jarring to read if you're not used to it or mentally prepared. It's definitely a different read than the original series. But it was still an entertaining read, and we'd both recommend it to any HP fan.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=positive&pageNumber=15&reviewerType=all_reviews","null"
"1584085992-1007","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","heidenhope","Wow!","Reviewed in the United States on August 21, 2016","I've just finished my first reading. Def have to go back and read it again many more times. But it fits beautifully! Hoping the play comes to the States soon! And a movie.... Maybe.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&filterByStar=positive&pageNumber=101&reviewerType=all_reviews","null"
"1584086658-4021","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Oleksiy Matiyasevych","Condensed but short.","Reviewed in the United States on October 11, 2016","Condensed drama, because it is a script for a play, holded me till the end. Lacks of narrative and overal shortness is sad.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_403?ie=UTF8&filterByStar=positive&pageNumber=403&reviewerType=all_reviews","null"
"1584086405-2862","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","CMC","A Great Book","Reviewed in the United States on August 29, 2016","Harry Potter and the Cursed Child is a great book, and it is easy to follow even though it is in a script format.  This story tied in well to the other Harry Potter books.  It has J. K. Rowling's touch.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_287?ie=UTF8&filterByStar=positive&pageNumber=287&reviewerType=all_reviews","null"
"1584086660-4036","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Leann","A great read","Reviewed in the United States on August 12, 2016","This book takes us back to the characters we love. I was pulled back in immediately. It's a fun read.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_404?ie=UTF8&filterByStar=positive&pageNumber=404&reviewerType=all_reviews","null"
"1584086253-2187","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Sabrina Pierce","Love love love","Reviewed in the United States on November 1, 2016","I read it in one night. Love love love it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_219?ie=UTF8&filterByStar=positive&pageNumber=219&reviewerType=all_reviews","null"
"1584085829-335","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","Good for a screenplay","Reviewed in the United States on December 22, 2016","It's not a novel, and for that, it loses part of the joy that makes Rowling's work so special. A good follow up that makes ne happy to be immersed in Harry Potter's world again. But I  wanted more of that Rowling magic,  the kind you get in a novel, not a screenplay.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&filterByStar=positive&pageNumber=34&reviewerType=all_reviews","null"
"1584086830-4804","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","ChandaPanda","A bittersweet goodbye...","Reviewed in the United States on August 24, 2016","Firstly, I enjoyed being reacquainted with Harry, Ron, and Hermione. Here I am again, reading another Harry Potter book (albeit in the form of a play), and I loved every second of it.

Secondly, I feel like the story had a nice balance between the three aforementioned characters and their children. I began to realize what Rowling et al. were trying to accomplish when there was mention of a specific device in the story. I don't think they would have been able to accomplish telling a successful story without it. 

Thirdly, it was nice to be reintroduced to certain characters, as if we the readers were paying our respects to them, as if it were our chance to say one last goodbye. It was bittersweet.

One theme that is pretty profound in the novel is the relationship between father and son; not only between Harry and Albus (biological), but other characters as well e.g., Harry and Dumbledore, whose love did not stem from a biological background, but from a special nurture that became a natural form of love.

I appreciate the messages that the authors set out to convey. I also appreciate the message of the  importance of relationships in life (friendship and family). These are two things in life that can easily be taken for granted, especially during these days when cell phones, texting, emails, etc. have taken the place of genuine human interactions. Sometimes I think we forget that spending time and having our family and friends know and see the real person for who we are (and not through texting) are what makes life more meaningful. The authors touched upon this very idea and I applaud and appreciate them for that. My 10 year old daughter is already re-reading the novel. I am glad that she gets to learn and respect what friends and family should really mean to her.

Highly recommend this last adventure of Harry Potter, his friends and his family for any Potterhead.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_481?ie=UTF8&filterByStar=positive&pageNumber=481&reviewerType=all_reviews","null"
"1584086753-4454","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kindle Customer","Great","Reviewed in the United States on September 11, 2016","😀 just exelent sooooo amazing. . . . . .n. . . . . . . . . . .","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_446?ie=UTF8&filterByStar=positive&pageNumber=446&reviewerType=all_reviews","null"
"1584086745-4417","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Tyler Hamilton","Five Stars","Reviewed in the United States on August 27, 2016","What a wonderful book! Met all my expectations. Definitely worth the time and money.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_442?ie=UTF8&filterByStar=positive&pageNumber=442&reviewerType=all_reviews","null"
"1584086401-2844","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Alexis Bemisderfer","Why haven't you gotten it already?","Reviewed in the United States on October 22, 2016","IT'S HARRY FREAKING POTTER('s son!!!!!!!!!!!!)","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_285?ie=UTF8&filterByStar=positive&pageNumber=285&reviewerType=all_reviews","null"
"1584086341-2573","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Ted Magee","Five Stars","Reviewed in the United States on January 31, 2017","binge time","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_258?ie=UTF8&filterByStar=positive&pageNumber=258&reviewerType=all_reviews","null"
"1584086755-4462","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Cooper","Loved this book>","Reviewed in the United States on September 11, 2016","If you are expecting a novel you will be disappointed, that being said I loved this book. It reads like a play so you can get a good picture in your head of what is going on, same as JK Rowlings books.It totally says that is a screenplay so people who get upset about it not being a ""book"" need to read the description thoroughly.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_447?ie=UTF8&filterByStar=positive&pageNumber=447&reviewerType=all_reviews","null"
"1584086304-2413","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Moses Ventura","Such a beautiful piece!","Reviewed in the United States on January 19, 2019","I am sad I’ve reached the end of what’s current... and look forward to what is next. (post on amazon)","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_242?ie=UTF8&filterByStar=positive&pageNumber=242&reviewerType=all_reviews","null"
"1584086176-1834","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Mike W. Lucas","True Harry fashion","Reviewed in the United States on January 1, 2017","Though the story took a twist that slightly disappointed me I soon realized it was the same stuff that got me on the edge of my seat in all the other books. I wouldn't have it any other way. If you our Harry Potter fan you will love this story as well. I hope the saga continues cause as the battles are won and lost the war wages on.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&filterByStar=positive&pageNumber=184&reviewerType=all_reviews","null"
